d/d 3671-144-7:	Documents and Settings	2004-08-19 23:04:05 (UTC)	2004-08-27 15:08:05 (UTC)	2004-08-19 23:04:05 (UTC)	2004-08-19 16:59:01 (UTC)	56	0	0
+++++ d/d 5481-144-7:	Accessibility	2004-08-19 22:27:02 (UTC)	2004-08-27 15:08:26 (UTC)	2004-08-19 22:27:02 (UTC)	2004-08-19 22:27:02 (UTC)	56	0	0
++++++ r/r 5482-128-5:	Accessibility Wizard.lnk	2004-08-19 22:27:02 (UTC)	2004-08-19 23:05:09 (UTC)	2004-08-19 22:27:02 (UTC)	2004-08-19 22:27:02 (UTC)	1424	0	0
++++++ r/r 5483-128-1:	desktop.ini	2004-08-19 22:27:02 (UTC)	2004-08-27 15:08:26 (UTC)	2004-08-19 22:27:02 (UTC)	2004-08-19 22:27:02 (UTC)	90	0	0
+++++ r/r 5471-128-5:	Calculator.lnk	2004-08-19 22:27:01 (UTC)	2004-08-19 23:05:08 (UTC)	2004-08-19 22:27:01 (UTC)	2004-08-19 22:27:01 (UTC)	1402	0	0
+++++ d/d 4770-144-7:	Communications	2004-08-19 22:31:39 (UTC)	2004-08-27 15:08:26 (UTC)	2004-08-19 22:31:39 (UTC)	2004-08-19 22:21:15 (UTC)	56	0	0
++++++ r/r 4772-128-1:	desktop.ini	2004-08-19 22:31:39 (UTC)	2004-08-27 15:08:26 (UTC)	2004-08-19 22:31:39 (UTC)	2004-08-19 22:21:16 (UTC)	438	0	0
++++++ r/r 5476-128-5:	HyperTerminal.lnk	2004-08-19 22:27:01 (UTC)	2004-08-19 23:05:09 (UTC)	2004-08-19 22:27:01 (UTC)	2004-08-19 22:27:01 (UTC)	690	0	0
++++++ r/r 4771-128-5:	Network Connections.lnk	2004-08-19 22:21:16 (UTC)	2004-08-19 23:05:10 (UTC)	2004-08-19 22:21:16 (UTC)	2004-08-19 22:21:16 (UTC)	1661	0	0
++++++ r/r 6303-128-5:	Network Setup Wizard.lnk	2004-08-19 22:31:39 (UTC)	2004-08-19 23:05:10 (UTC)	2004-08-19 22:31:39 (UTC)	2004-08-19 22:31:39 (UTC)	1544	0	0
++++++ r/r 4773-128-5:	New Connection Wizard.lnk	2004-08-19 22:21:16 (UTC)	2004-08-19 23:05:10 (UTC)	2004-08-19 22:21:16 (UTC)	2004-08-19 22:21:16 (UTC)	1550	0	0
++++++ r/r 5441-128-5:	Remote Desktop Connection.lnk	2004-08-19 22:25:30 (UTC)	2004-08-19 23:05:10 (UTC)	2004-08-19 22:25:30 (UTC)	2004-08-19 22:25:30 (UTC)	1407	0	0
+++++ r/r 4937-128-1:	desktop.ini	2004-08-19 22:32:07 (UTC)	2004-08-27 15:08:26 (UTC)	2004-08-19 22:32:07 (UTC)	2004-08-19 22:27:01 (UTC)	253	0	0
+++++ d/d 5477-144-7:	Entertainment	2004-08-19 23:04:36 (UTC)	2004-08-27 15:08:26 (UTC)	2004-08-19 23:04:36 (UTC)	2004-08-19 22:27:01 (UTC)	56	0	0
++++++ r/r 5479-128-1:	desktop.ini	2004-08-19 23:04:36 (UTC)	2004-08-27 15:08:26 (UTC)	2004-08-19 23:04:36 (UTC)	2004-08-19 22:27:01 (UTC)	204	0	0
++++++ r/r 5478-128-5:	Sound Recorder.lnk	2004-08-19 22:27:02 (UTC)	2004-08-19 23:05:10 (UTC)	2004-08-19 22:27:02 (UTC)	2004-08-19 22:27:01 (UTC)	1432	0	0
++++++ r/r 5480-128-5:	Volume Control.lnk	2004-08-19 22:27:02 (UTC)	2004-08-19 22:27:02 (UTC)	2004-08-19 22:27:02 (UTC)	2004-08-19 22:27:02 (UTC)	1432	0	0
++++++ r/r 9824-128-4:	Windows Media Player.lnk	2004-08-19 23:04:36 (UTC)	2004-08-19 23:04:36 (UTC)	2004-08-19 23:04:36 (UTC)	2004-08-19 22:38:14 (UTC)	804	0	0
+++++ r/r 5475-128-4:	Paint.lnk	2004-08-19 22:27:01 (UTC)	2004-08-19 23:05:08 (UTC)	2004-08-19 22:27:01 (UTC)	2004-08-19 22:27:01 (UTC)	1419	0	0
+++++ d/d 5472-144-7:	System Tools	2004-08-19 22:49:15 (UTC)	2004-08-27 15:08:26 (UTC)	2004-08-19 22:49:15 (UTC)	2004-08-19 22:27:01 (UTC)	56	0	0
++++++ r/r 7320-128-4:	Backup.lnk	2004-08-19 22:38:39 (UTC)	2004-08-19 22:38:39 (UTC)	2004-08-19 22:38:39 (UTC)	2004-08-19 22:38:39 (UTC)	1436	0	0
++++++ r/r 5473-128-5:	Character Map.lnk	2004-08-19 22:27:01 (UTC)	2004-08-19 22:27:01 (UTC)	2004-08-19 22:27:01 (UTC)	2004-08-19 22:27:01 (UTC)	1425	0	0
++++++ r/r 5474-128-4:	desktop.ini	2004-08-19 22:38:40 (UTC)	2004-08-27 15:08:26 (UTC)	2004-08-19 22:38:40 (UTC)	2004-08-19 22:27:01 (UTC)	694	0	0
++++++ r/r 6311-128-5:	Disk Cleanup.lnk	2004-08-19 22:31:59 (UTC)	2004-08-19 22:31:59 (UTC)	2004-08-19 22:31:59 (UTC)	2004-08-19 22:31:59 (UTC)	1436	0	0
++++++ r/r 6305-128-5:	Disk Defragmenter.lnk	2004-08-19 22:31:52 (UTC)	2004-08-19 22:31:52 (UTC)	2004-08-19 22:31:52 (UTC)	2004-08-19 22:31:52 (UTC)	1476	0	0
++++++ r/r 7322-128-5:	Files and Settings Transfer Wizard.lnk	2004-08-19 22:38:40 (UTC)	2004-08-19 23:05:04 (UTC)	2004-08-19 22:38:40 (UTC)	2004-08-19 22:38:40 (UTC)	1495	0	0
++++++ r/r 6312-128-5:	Scheduled Tasks.lnk	2004-08-19 22:31:59 (UTC)	2004-08-19 22:31:59 (UTC)	2004-08-19 22:31:59 (UTC)	2004-08-19 22:31:59 (UTC)	1657	0	0
++++++ r/r 6306-128-5:	System Information.lnk	2004-08-19 22:31:52 (UTC)	2004-08-19 22:31:52 (UTC)	2004-08-19 22:31:52 (UTC)	2004-08-19 22:31:52 (UTC)	974	0	0
++++++ r/r 6307-128-5:	System Restore.lnk	2004-08-19 22:31:59 (UTC)	2004-08-19 22:31:59 (UTC)	2004-08-19 22:31:59 (UTC)	2004-08-19 22:31:59 (UTC)	1520	0	0
+++++ r/r 6314-128-5:	Windows Movie Maker.lnk	2004-08-19 22:32:07 (UTC)	2004-08-19 23:05:04 (UTC)	2004-08-19 22:32:07 (UTC)	2004-08-19 22:32:07 (UTC)	694	0	0
+++++ r/r 1680-128-4:	WordPad.lnk	2004-08-19 22:27:01 (UTC)	2004-08-19 23:05:09 (UTC)	2004-08-19 22:27:01 (UTC)	2004-08-19 22:27:01 (UTC)	783	0	0
++++ d/d 5459-144-7:	Administrative Tools	2004-08-19 22:38:39 (UTC)	2004-08-27 15:08:26 (UTC)	2004-08-19 22:38:39 (UTC)	2004-08-19 22:26:13 (UTC)	56	0	0
+++++ r/r 5460-128-5:	Component Services.lnk	2004-08-19 22:26:13 (UTC)	2004-08-19 22:26:13 (UTC)	2004-08-19 22:26:13 (UTC)	2004-08-19 22:26:13 (UTC)	1486	0	0
+++++ r/r 7309-128-5:	Computer Management.lnk	2004-08-19 22:38:38 (UTC)	2004-08-19 22:38:38 (UTC)	2004-08-19 22:38:38 (UTC)	2004-08-19 22:38:38 (UTC)	1506	0	0
+++++ r/r 7312-128-5:	Data Sources (ODBC).lnk	2004-08-19 22:38:38 (UTC)	2004-08-19 22:38:38 (UTC)	2004-08-19 22:38:38 (UTC)	2004-08-19 22:38:38 (UTC)	1500	0	0
+++++ r/r 5461-128-4:	desktop.ini	2004-08-19 22:38:39 (UTC)	2004-08-27 15:08:26 (UTC)	2004-08-19 22:38:39 (UTC)	2004-08-19 22:26:13 (UTC)	545	0	0
+++++ r/r 7310-128-5:	Event Viewer.lnk	2004-08-19 22:38:38 (UTC)	2004-08-19 22:38:38 (UTC)	2004-08-19 22:38:38 (UTC)	2004-08-19 22:38:38 (UTC)	1496	0	0
+++++ r/r 7313-128-5:	Local Security Policy.lnk	2004-08-19 22:38:39 (UTC)	2004-08-19 22:38:39 (UTC)	2004-08-19 22:38:39 (UTC)	2004-08-19 22:38:39 (UTC)	1494	0	0
+++++ r/r 7311-128-5:	Performance.lnk	2004-08-19 22:38:38 (UTC)	2004-08-19 22:38:38 (UTC)	2004-08-19 22:38:38 (UTC)	2004-08-19 22:38:38 (UTC)	1495	0	0
+++++ r/r 7314-128-4:	Services.lnk	2004-08-19 22:38:39 (UTC)	2004-08-19 22:38:39 (UTC)	2004-08-19 22:38:39 (UTC)	2004-08-19 22:38:39 (UTC)	1506	0	0
++++ r/r 3797-128-1:	desktop.ini	2004-08-19 17:00:09 (UTC)	2004-08-27 15:29:43 (UTC)	2004-08-19 17:02:21 (UTC)	2004-08-19 17:00:09 (UTC)	62	0	0
++++ d/d 12241-144-5:	Ethereal	2004-08-27 15:29:43 (UTC)	2004-08-27 15:29:43 (UTC)	2004-08-27 15:29:43 (UTC)	2004-08-27 15:29:43 (UTC)	56	0	0
+++++ r/r 12245-128-4:	Display Filters Manual.lnk	2004-08-27 15:29:44 (UTC)	2004-08-27 15:29:44 (UTC)	2004-08-27 15:29:44 (UTC)	2004-08-27 15:29:44 (UTC)	752	0	0
+++++ r/r 12244-128-4:	Ethereal Manual.lnk	2004-08-27 15:29:44 (UTC)	2004-08-27 15:29:44 (UTC)	2004-08-27 15:29:44 (UTC)	2004-08-27 15:29:44 (UTC)	717	0	0
+++++ r/r 12246-128-4:	Ethereal Program Directory.lnk	2004-08-27 15:29:44 (UTC)	2004-08-27 15:29:44 (UTC)	2004-08-27 15:29:44 (UTC)	2004-08-27 15:29:44 (UTC)	597	0	0
+++++ r/r 12242-128-1:	Ethereal Web Site.url	2004-08-27 15:29:43 (UTC)	2004-08-27 15:29:43 (UTC)	2004-08-27 15:29:43 (UTC)	2004-08-27 15:29:43 (UTC)	50	0	0
+++++ r/r 12243-128-1:	Ethereal.lnk	2004-08-27 15:29:44 (UTC)	2004-08-27 15:29:44 (UTC)	2004-08-27 15:29:44 (UTC)	2004-08-27 15:29:43 (UTC)	712	0	0
+++++ r/r 12247-128-4:	Uninstall Ethereal.lnk	2004-08-27 15:29:44 (UTC)	2004-08-27 15:29:44 (UTC)	2004-08-27 15:29:44 (UTC)	2004-08-27 15:29:44 (UTC)	717	0	0
++++ d/d 9984-144-6:	Faber Toys	2004-08-20 15:07:24 (UTC)	2004-08-27 15:14:46 (UTC)	2004-08-20 15:07:24 (UTC)	2004-08-20 15:07:24 (UTC)	56	0	0
+++++ r/r 9999-128-3:	AutoRun.lnk	2004-08-20 15:07:24 (UTC)	2004-08-25 15:22:09 (UTC)	2004-08-20 15:07:24 (UTC)	2004-08-20 15:07:24 (UTC)	1610	0	0
+++++ r/r 9998-128-4:	Dependencies.lnk	2004-08-20 15:07:24 (UTC)	2004-08-25 15:22:09 (UTC)	2004-08-20 15:07:24 (UTC)	2004-08-20 15:07:24 (UTC)	746	0	0
+++++ r/r 10004-128-4:	Examine File.lnk	2004-08-20 15:07:24 (UTC)	2004-08-25 15:22:09 (UTC)	2004-08-20 15:07:24 (UTC)	2004-08-20 15:07:24 (UTC)	1618	0	0
+++++ r/r 10001-128-4:	Program Aliases.lnk	2004-08-20 15:07:24 (UTC)	2004-08-25 15:22:09 (UTC)	2004-08-20 15:07:24 (UTC)	2004-08-20 15:07:24 (UTC)	1606	0	0
+++++ r/r 10000-128-4:	Windows Explorer.lnk	2004-08-20 15:07:24 (UTC)	2004-08-25 15:22:09 (UTC)	2004-08-20 15:07:24 (UTC)	2004-08-20 15:07:24 (UTC)	1608	0	0
++++ d/d 5484-144-6:	Games	2004-08-19 22:27:03 (UTC)	2004-08-27 15:14:46 (UTC)	2004-08-19 22:27:03 (UTC)	2004-08-19 22:27:02 (UTC)	56	0	0
